OBJECTID,SCH_ACADEMIC_YEAR,SCH_ESIS_ID,SCH_EDUCATION_TYPE_EN,SCH_EDUCATION_TYPE_AR,SCH_NAME_EN,SCH_NAME_AR,SCH_GENDER_EN,SCH_GENDER_AR,SCH_CURRICULUM_EN,SCH_CURRICULUM_AR,SCH_GRADES_EN,SCH_GRADES_AR,SCH_CYCLE_EN,SCH_CYCLE_AR,SCH_REGION_EN,SCH_REGION_AR,SCH_DISTRICT_EN,SCH_DISTRICT_AR,SCH_COMMUNITY,SCH_PHONE,SCH_EMAIL_ADDRESS,SCH_WEBSITE,SCH_AVERAGE_TUITION_FEE,X,Y,latitude,longitude,geometry_type
38,2024,9174,Private,خاص,Zakher Private School,مدرسة زاخر الخاصة,Mixed,مختلط,Private MoE,خاص - وزارة,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,FALAJ HAZZA',فلج هزاع,MAGR AL DHABI,37811810,zakher.pvt@adek.gov.ae,http://www.zakherprivateschool.com,7124,55.71198967,24.1933902,24.193390200000067,55.71198967000004,Point
39,2024,9013,Private,خاص,Future Leaders International Private School - Rabdan,مدرسة قادة المستقبل الدولية- ربدان,Mixed,مختلط,Private American,خاص - امريكي,"PRE-KG,KG1,KG2,G01,G02,G03,G04,G05","ما قبل الروضة,روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس",ECE & KG & Cycle 1,"حضانة,رياض الأطفال,الحلقة الأولى",Abu Dhabi,أبوظبي,RABDAN,ربدان,RB11,N/A,9013@adek.gov.ae,N/A,26400,54.5167809,24.40638266,24.406382660000077,54.51678090000007,Point
40,2024,9167,Private,خاص,New Indian Model School,المدرسة الهندية النموذجية,Mixed,مختلط,Private Indian,خاص - هندي,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,FALAJ HAZZA',فلج هزاع,MAGR AL DHABI,37811882,9167@adek.gov.ae,http://www.nimsalain.com ,6084,55.71324624,24.19302577,24.193025770000077,55.713246240000046,Point
41,2024,9118,Private,خاص,The Sheikh Zayed Private Academy For Girls,أكاديمية الشيخ زايد الخاصة للبنات,Mixed,مختلط,Private American,خاص - امريكي,"PRE-KG,KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","ما قبل الروضة,روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",ECE & KG & Cycle 1 & Cycle 2 & Cycle 3,"حضانة,رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,AL MANHAL,المنهل,W15_01,26195555,9118@adek.gov.ae, https://www.szpa.ae,54145,54.37142611,24.45310916,24.453109160000054,54.37142611000007,Point
42,2024,9042,Private,خاص,Al Falah Academy - Mbz,أكاديمية الفلاح- مدينة محمد بن زايد,Mixed,مختلط,Private MoE,خاص - وزارة,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,MOHAMED BIN ZAYED CITY,مدينة محمد بن زايد,ME12,25467776,9042@adek.gov.ae,N/A,4000,54.5333166,24.31581994,24.31581994000004,54.533316600000035,Point
43,2024,9216,Private,خاص,United Private School - Yahar,المدرسة المتحدة- اليحر,Mixed,مختلط,Private American,خاص - امريكي,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,AL AAMERAH,العامرة,AL RIFAA,37819799,9216@adek.gov.ae,http://www.unitedschool.ae,23149,55.56058182,24.22789309,24.227893090000066,55.56058182000004,Point
44,2024,9159,Private,خاص,The Gulf International Private Academy,مدرسة أكاديمية الخليج الدولية الخاصة,Mixed,مختلط,Private American,خاص - امريكي,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,AL MUWAIJ'I,المويجعي,UGDAT AL MUTAWAA,37676905,9159@adek.gov.ae,http://www.gipa.ae,18423,55.70464129,24.19314458,24.193144580000023,55.70464129000004,Point
45,2024,9308,Private,خاص,Future Leaders International Private School - Madinat Zayed,مدرسة قادة المستقبل الدولية الخاصة- الدانة,Mixed,مختلط,Private American,خاص - امريكي,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,AL DANAH,الدانة,E4_02,26323033,9308@adek.gov.ae,http://futureleaders.sch.ae,26826,54.36916134,24.48217674,24.482176740000057,54.36916134000006,Point
46,2024,9099,Private,خاص,Baraem Al Ain Private School,مدرسة براعم العين الخاصة,Mixed,مختلط,Private MoE,خاص - وزارة,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,BANI YAS,بني ياس,EB12,25831818,9099@adek.gov.ae,https://baraemabudhabi.wixsite.com/baraem-al-ain-privat,19311,54.65551565,24.28142818,24.281428180000034,54.65551565000004,Point
47,2024,9285,Private,خاص,International Academic School ,المدرسة العلمية الدولية,Mixed,مختلط,Private American,خاص - امريكي,"KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,SHAKHBOUT CITY,مدينة شخبوط,MSH14,22050400,9285@adek.gov.ae,http://www.ias.sch.ae,34693,54.63722258,24.36346401,24.36346401000003,54.63722258000007,Point
48,2024,7154,Private,خاص,Emirates National School ,مدرسة الإمارات الوطنية ,Mixed,مختلط,International Baccalaureate,خاص - بكالوريا دولية,"G11,G12","الحادي عشر,الثاني عشر",Cycle 3,الحلقة الثالثة,Al Ain,العين,AL TIWAYYA,الطوية,EIDAN AL JAREH,37070548,9154@adek.gov.ae,http://www.ens.sch.ae/,54985,55.69137269,24.25946035,24.25946035000004,55.69137269000004,Point
49,2024,9090,Private,خاص,Al Bateen Scientific Private School,مدرسة البطين العلمية الخاصة,Mixed,مختلط,Private American,خاص - امريكي,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,AL NAHYAN,آل نهيان,E19_01,26667911,9090@adek.gov.ae,N/A,20999,54.37845255,24.46824691,24.46824691000006,54.37845255000008,Point
50,2024,9006,Private,خاص,Horizon Private School - Branch,مدرسة هورايزون الخاصة - فرع,Mixed,مختلط,Private American,خاص - امريكي,"PRE-KG,KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","ما قبل الروضة,روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",ECE & KG & Cycle 1 & Cycle 2 & Cycle 3,"حضانة,رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,KHALIFA CITY,مدينة خليفة,SE43,25560811,9006@adek.gov.ae,https://horizonprivateschool.com/,34382,54.59834513,24.41924481,24.419244810000066,54.59834513000004,Point
51,2024,9079,Private,خاص,Sabis International School - Al Bateen - L.L.C - S.P.C,مدرسة سابس الدولية - البطين - ذ.م.م - ش.ش.و,Mixed,مختلط,Private SABIS,خاص - اجنبي,"PRE-KG,KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08","ما قبل الروضة,روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن",ECE & KG & Cycle 1 & Cycle 2,"حضانة,رياض الأطفال,الحلقة الأولى,الحلقة الثانية",N/A,N/A,N/A,N/A,N/A,25650065,9079@adek.gov.ae,N/A,59467,-1.0,-1.0,-0.9999999999999432,-0.9999999999999432,Point
52,2024,9115,Private,خاص,Saint Joseph Private School ,مدرسة القديس يوسف الخاصة,Mixed,مختلط,Private Indian,خاص - هندي,"G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 1 & Cycle 2 & Cycle 3,"الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,AL MUSHRIF,المشرف,W24_02,24463646,9115@adek.gov.ae,http://www.stjosephsschool.ae,7849,54.38550782,24.44885177,24.448851770000033,54.38550782000004,Point
53,2024,9173,Private,خاص,Universal Private School,المدرسة العالمية الخاصة,Mixed,مختلط,Private MoE,خاص - وزارة,"G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 1 & Cycle 2 & Cycle 3,"الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,AL MUWAIJ'I,المويجعي,UGDAT AL MUTAWAA,37678884,universal.pvt@adek.gov.ae,www.universalschool.net,10934,55.71283492,24.1980951,24.198095100000046,55.712834920000034,Point
54,2024,9172,Private,خاص,Tawam Private Model School,مدرسة توام النموذجية الخاصة,Mixed,مختلط,Private MoE,خاص - وزارة,"G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 1 & Cycle 2 & Cycle 3,"الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,FALAJ HAZZA',فلج هزاع,MAGR AL DHABI,37810912,9172@adek.gov.ae,http://www.tawammodel.com,8097,55.71847485,24.19740628,24.197406280000052,55.718474850000064,Point
55,2024,9113,Private,خاص,Raha International School - Gardens,مدرسة الراحة الدولية- جاردن,Mixed,مختلط,International Baccalaureate,خاص - بكالوريا دولية,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,KHALIFA CITY,مدينة خليفة,SW18,25561567,9113@adek.gov.ae,https://www.ris.ae/,56541,54.57484176,24.43438479,24.434384790000024,54.57484176000003,Point
56,2024,7231,Private,خاص,Al Bateen School-Al Mushrif,البطين-المشرف الخاصة,Mixed,مختلط,International Baccalaureate,خاص - بكالوريا دولية,"KG1,KG2,G01,G02,G03,G04,G05,G11,G12","FS2/روضة أولى,السنة الأولى/روضة ثانية,السنة الثانية/الصف الأول,السنة الثالثة/الصف الثاني,السنة الرابعة/الصف الثالث,السنة الخامسة/الصف الرابع,السنة السادسة/الصف الخامس,السنة الثانية عشرة/الصف الحادي عشر,السنة الثالثة عشرة",KG & Cycle 1 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثالثة",Abu Dhabi,أبوظبي,AL MANHAL,المنهل,W18_01,28132000,albateensec.pvt@adek.gov.ae,bateenworldacademy.ae ,63428,54.36128722,24.4578429,24.45784290000006,54.361287220000065,Point
57,2024,9089,Private,خاص,Al Bashair Private School,مدرسة البشائر الخاصة,Mixed,مختلط,Private MoE,خاص - وزارة,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,MOHAMED BIN ZAYED CITY,مدينة محمد بن زايد,ME12,25531666,9089@adek.gov.ae,http://www.bashair-sch.ae,20591,54.53416072,24.31994173,24.31994173000004,54.534160720000045,Point
58,2024,8003,Private,خاص,Al Nahda National - Boys,النهضة الوطنية الخاصة - بنين ,Boys,بنين,Private American,خاص - امريكي,"G04,G05,G06,G07,G08,G09,G10,G11,G12","الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 1 & Cycle 2 & Cycle 3,"الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,AL NAHYAN,آل نهيان,E22,22041600,9003@adek.gov.ae,http://www.nahdaschools.com,22806,54.38689485,24.45862556,24.45862556000003,54.38689485000003,Point
59,2024,9247,Private,خاص,Mayoor Private School ,مدرسة مايور الخاصة ,Mixed,مختلط,Private Indian,خاص - هندي,"PRE-KG,KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","ما قبل الروضة,روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",ECE & KG & Cycle 1 & Cycle 2 & Cycle 3,"حضانة,رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,AL WATHBAH,الوثبة,AL WATHBAH SOUTH,25100800,9247@adek.gov.ae,https://www.mayoorschoolabudhabi.com/,20737,54.65101698,24.27072379,24.270723790000034,54.651016980000065,Point
60,2024,9197,Private,خاص,Al Najah Private School,مدرسة النجاح الخاصة,Mixed,مختلط,Private British,خاص - بريطاني,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,MOHAMED BIN ZAYED CITY,مدينة محمد بن زايد,ME9,25530935,alnajahad.pvt@adek.gov.ae,http://alnajahschool.com/,21332,54.5371692,24.33958029,24.33958029000007,54.53716920000005,Point
61,2024,9186,Private,خاص,Dar Al Uloom Private School - Falaj Hazza,مدرسة دار العلوم الخاصة- فلج هزاع,Mixed,مختلط,Private MoE,خاص - وزارة,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,AL MUWAIJ'I,المويجعي,UGDAT AL MUTAWAA,37676514,9186@adek.gov.ae,http://www.daraluloom.school/en/,6474,55.71452438,24.19901656,24.199016560000075,55.71452438000006,Point
62,2024,9236,Private,خاص,Repton Foundation School ,مدرسة ريبتون للمرحلة الأساسية,Mixed,مختلط,Private British,خاص - بريطاني,"FS1,KG1,KG2","N/A,FS2/روضة أولى,السنة الأولى/روضة ثانية",ECE & KG,"حضانة,رياض الأطفال",Abu Dhabi,أبوظبي,AL REEM ISLAND,جزيرة الريم,RS1,25074800,9236@adek.gov.ae,https://www.reptonabudhabi.org/,65500,54.40702491,24.50733625,24.507336250000037,54.407024910000075,Point
63,2024,9114,Private,خاص,Rosary Private School ,المدرسة الوردية الخاصة,Mixed,مختلط,Private MoE,خاص - وزارة,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,AL NAHYAN,آل نهيان,E22,24452500,9114@adek.gov.ae,http://www.rosaryuae.com,11676,54.38535702,24.45708541,24.457085410000047,54.38535702000007,Point
64,2024,9028,Private,خاص,Sheikh Khalifa Bin Zayed Arab Pakistani School,مدرسة الشيخ خليفة بن زايد العربية الباكستانية,Mixed,مختلط,Private Pakistan,خاص - باكستاني,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,HADBAT AL ZA`FARANAH,حدبة الزعفرانة,E30,24487160,9028@adek.gov.ae,https://www.skbzaps.com/,4169,54.40145103,24.44418052,24.44418052000003,54.40145103000003,Point
65,2024,9292,Private,خاص,Al Shohub Private School,مدرسه الشهب الخاصه ,Mixed,مختلط,Private British,خاص - بريطاني,"FS1,KG1,KG2,G01,G02,G03,G04,G05","N/A,FS2/روضة أولى,السنة الأولى/روضة ثانية,السنة الثانية/الصف الأول,السنة الثالثة/الصف الثاني,السنة الرابعة/الصف الثالث,السنة الخامسة/الصف الرابع,السنة السادسة/الصف الخامس",ECE & KG & Cycle 1,"حضانة,رياض الأطفال,الحلقة الأولى",Abu Dhabi,أبوظبي,KHALIFA CITY,مدينة خليفة,SE44,25559995,9292@adek.gov.ae,N/A,36488,54.58398012,24.43260536,24.432605360000025,54.583980120000035,Point
66,2024,9254,Private,خاص,Al Tharawat National Private School,مدرسة الثروات الوطنية الخاصة,Mixed,مختلط,Private MoE,خاص - وزارة,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,BANI YAS,بني ياس,EB9,25822533,9254@adek.gov.ae,N/A,10866,54.64411521,24.28958519,24.289585190000025,54.64411521000005,Point
67,2024,9249,Private,خاص,Ajyal International School - Mbz,مدرسة أجيال الدولية- مدينة محمد بن زايد,Mixed,مختلط,Private British,خاص - بريطاني,"PRE-KG,KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","ما قبل الروضة,روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",ECE & KG & Cycle 1 & Cycle 2 & Cycle 3,"حضانة,رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,MOHAMED BIN ZAYED CITY,مدينة محمد بن زايد,Z15,25522668,9249@adek.gov.ae,http://www.ajyal.sch.ae,43089,54.55699468,24.33917317,24.339173170000038,54.55699468000006,Point
68,2024,9110,Private,خاص,Japanese School,المدرسة اليابانية ,Mixed,مختلط,Private Japanese,خاص - ياباني,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09","روضة أولى,روضة ثانية,الأول,روضة ثالثة,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,AL BATEEN,البطين,W16,24446104,9110@adek.gov.ae,http://www.jsad.ae/,32967,54.34332429,24.45671805,24.456718050000063,54.343324290000055,Point
69,2024,9279,Private,خاص,Al Muneera Private School ,مدرسة المنيرة الخاصة,Mixed,مختلط,Private MoE,خاص - وزارة,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,BANI YAS,بني ياس,EB1,25827005,9279@adek.gov.ae,N/A,18611,54.63644635,24.32131024,24.32131024000006,54.63644635000003,Point
70,2024,7176,Private,خاص,Manar Al Ilm School,مدرسة منار العلم الخاصة ,Mixed,مختلط,Private British,خاص - بريطاني,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Dhafra Region,منطقة الظفرة,MADINAT ZAYED,مدينة زايد,MZW2,28847290,9176@adek.gov.ae,N/A,17420,53.70091101,23.65898411,23.658984110000063,53.70091101000003,Point
71,2024,9178,Private,خاص,Al Marfa International School,مدرسة المرفأ الدولية,Mixed,مختلط,Private MoE,خاص - وزارة,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن",KG & Cycle 1 & Cycle 2,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية",Al Dhafra Region,منطقة الظفرة,AL MARFA,المرفأ,MR2,28836022,almarfaaint.pvt@adek.gov.ae,N/A,6286,53.45899791,24.06125345,24.061253450000038,53.45899791000005,Point
72,2024,7190,Private,خاص,The British International Ad ,المدرسة البريطانية العالمية ,Mixed,مختلط,International Baccalaureate,خاص - بكالوريا دولية,"G11,G12","السنة الثانية عشرة/الصف الحادي عشر,السنة الثالثة عشرة",Cycle 3,الحلقة الثالثة,Abu Dhabi,أبوظبي,ZAYED CITY,مدينة زايد,MZ39,25100100,britishint.pvt@adek.gov.ae,https://www.nordangliaeducation.com/our-schools/abu-dhabi,74980,54.56361791,24.36900944,24.36900944000007,54.56361791000006,Point
73,2024,9223,Private,خاص,Abdulla Bin Al Zubair Private School ,مدرسة عبد الله بن الزبير الخاصة,Mixed,مختلط,Private British,خاص - بريطاني,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن",KG & Cycle 1 & Cycle 2,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية",Al Ain,العين,AL MAQAM,المقام,SHABIYAT AL MAQAM,37680551,9223@adek.gov.ae,http://abzpvtschool.com/ ,35350,55.62739431,24.18692821,24.186928210000076,55.62739431000006,Point
74,2024,9267,Private,خاص,Adnoc Schools - Sas Al Nakhl,مدارس أدنوك- ساس النخل,Mixed,مختلط,Private American,خاص - امريكي,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,KHALIFA CITY,مدينة خليفة,SW17_01,25992557,9267@adek.gov.ae,http://www.adnoc.sch.ae ,39554,54.51346966,24.4157696,24.415769600000033,54.513469660000055,Point
75,2024,9086,Private,خاص,Gems American Academy,اكاديمية جيمس الامريكية,Mixed,مختلط,Private American,خاص - امريكي,"PRE-KG,KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","ما قبل الروضة,روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",ECE & KG & Cycle 1 & Cycle 2 & Cycle 3,"حضانة,رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,KHALIFA CITY,مدينة خليفة,SE1,25574880,9086@adek.gov.ae,http://www.gemsaa-abudhabi.com/,74106,54.56516537,24.42907604,24.42907604000004,54.565165370000045,Point
76,2024,8265,Private,خاص,Abu Dhabi International School,مدرسة أبوظبي الدولية الخاصةMBZ,Mixed,مختلط,International Baccalaureate,خاص - بكالوريا دولية,"G11,G12","الحادي عشر,الثاني عشر",Cycle 3,الحلقة الثالثة,Abu Dhabi,أبوظبي,MOHAMED BIN ZAYED CITY,مدينة محمد بن زايد,Z17_01,22057999,9265@adek.gov.ae,http://www.aisschools.com,47970,54.54118388,24.34590395,24.345903950000036,54.54118388000006,Point
