title,property_type,price,price_numeric,size_sqft,latitude,longitude,url
Rent in Al Forsan Village: Showroom  | Amazing Space | Prime location | Property Finder,Showroom,"AED 322,000",322000,3154,24.40437889099121,54.54851531982422,https://www.propertyfinder.ae/en/plp/commercial-rent/show-room-for-rent-abu-dhabi-khalifa-city-al-forsan-village-15440396.html
Rent in Al Bateen: Corner Villa |Surprising Space| Ideal for Business | Property Finder,Office,"AED 500,000",500000,3767,24.45660400390625,54.396820068359375,https://www.propertyfinder.ae/en/plp/commercial-rent/villa-for-rent-abu-dhabi-al-bateen-15489482.html
Rent in Al Bateen Villas: Available | Commercial Villa | Al Bateen | Property Finder,Office,"AED 725,000",725000,84,24.4412899017334,54.366607666015625,https://www.propertyfinder.ae/en/plp/commercial-rent/villa-for-rent-abu-dhabi-al-bateen-al-bateen-villas-15532169.html
Rent in Al Bateen Villas: Available | Commercial Villa | Al Bateen | Property Finder,Office,"AED 687,000",687000,81,24.4412899017334,54.366607666015625,https://www.propertyfinder.ae/en/plp/commercial-rent/villa-for-rent-abu-dhabi-al-bateen-al-bateen-villas-15532185.html
Rent in Khalifa City A Villas: Commercial Villa | Corner Plot |Main Road | Property Finder,Office,"AED 1,050,000",1050000,15000,24.410566329956055,54.571102142333984,https://www.propertyfinder.ae/en/plp/commercial-rent/villa-for-rent-abu-dhabi-khalifa-city-khalifa-city-a-khalifa-city-a-villas-15543380.html
21455 Commercial Properties for Rent in UAE - Property Finder,Warehouse,"AED 180,000",180000,4000,25.3082218170166,55.65555953979492,https://www.propertyfinder.ae/en/commercial-rent/properties-for-rent.html
Rent in Hamdan Street: Private Space Ready to Occupy  | Property Finder,Office,"AED 400,000",400000,3229,24.482032775878906,54.35242462158203,https://www.propertyfinder.ae/en/plp/commercial-rent/half-floor-for-rent-abu-dhabi-hamdan-street-15449145.html
Rent in Al Khaleej Al Arabi Street: GRADE A BUILDING | SPLENDID OFFICE | GREAT SPACE | Property Finder,Office,"AED 767,000",767000,6350,24.420040130615234,54.426551818847656,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-bateen-al-khaleej-al-arabi-street-14983828.html
Rent in Addax port office tower: High Floor | Shell and Core | Vacant | Property Finder,Office,"AED 183,112",183112,2527,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-15563105.html
Rent in Addax port office tower: Shell and Core | High Floor | Vacant | Property Finder,Office,"AED 183,042",183042,2526,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-15563151.html
Rent in Tamouh Tower: Fully Fitted | Sea View | Prime Location | Property Finder,Office,"AED 550,000",550000,1,24.4881534576416,54.394935607910156,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-marina-square-tamouh-tower-15135691.html
Rent in Hamdan Street: Ready to move in Furnished Independent Office  | Property Finder,Office,"AED 399,999",399999,3222,24.482032775878906,54.35242462158203,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-hamdan-street-15489230.html
Rent in Hamdan Street: Premium Private Office - Perfect for Professionals | Property Finder,Office,"AED 400,000",400000,3299,24.482032775878906,54.35242462158203,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-hamdan-street-15495450.html
Rent in Mohamed Bin Zayed City: Full Floor I Grade A Building I Utilities Included | Property Finder,Office,"AED 829,800",829800,9741,24.333309173583984,54.55467987060547,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-mohamed-bin-zayed-city-14883869.html
Rent in M-20: Office Space | Fully Fitted | Ample Parking | Property Finder,Office,"AED 408,000",408000,5164,24.3695125579834,54.47591018676758,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-mussafah-mussafah-industrial-area-m-20-15381109.html
Rent in M-20: Office Space | Fully Fitted | Ample Parking | Property Finder,Office,"AED 1,587,460",1587460,20095,24.3695125579834,54.47591018676758,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-mussafah-mussafah-industrial-area-m-20-15381360.html
Rent in M-20: Office Space | Fully Fitted | Ample Parking | Property Finder,Office,"AED 979,200",979200,12395,24.3695125579834,54.47591018676758,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-mussafah-mussafah-industrial-area-m-20-15381596.html
Rent in Al Bateen: Prime Location | Shell &amp; Core | Available Now | Property Finder,Office,"AED 476,000",476000,3014,24.45660400390625,54.396820068359375,https://www.propertyfinder.ae/en/plp/commercial-rent/retail-for-rent-abu-dhabi-al-bateen-15283917.html
Rent in Al Sail Tower: Shell &amp; Core | Great Location | Sea View  | Property Finder,Office,"AED 765,800",765800,4121,24.44499969482422,54.57467269897461,https://www.propertyfinder.ae/en/plp/commercial-rent/retail-for-rent-abu-dhabi-al-raha-beach-al-dana-al-sail-tower-15490060.html
Rent in Mussafah: Office Retail Showroom Space for Rent in Mussafah | Property Finder,Office,"AED 741,000",741000,8393,24.354707717895508,54.50202560424805,https://www.propertyfinder.ae/en/plp/commercial-rent/retail-for-rent-abu-dhabi-mussafah-15455428.html
Rent in Qaryat Al Hidd: Shell and Core | Prime Location | Vacant | Property Finder,Office,"AED 678,300",678300,3477,24.566787719726562,54.4599723815918,https://www.propertyfinder.ae/en/plp/commercial-rent/retail-for-rent-abu-dhabi-saadiyat-island-qaryat-al-hidd-15558121.html
Rent in Al Nahyan: GREAT AMENITIES | AMAZING SPACE | FITTED SHOWROOM | Property Finder,Office,"AED 3,497,200",3497200,26888,24.462278366088867,54.3931884765625,https://www.propertyfinder.ae/en/plp/commercial-rent/show-room-for-rent-abu-dhabi-al-nahyan-12383586.html
Rent in Global Tower: A Spacious Showroom Perfect for Your Big Business | Property Finder,Office,"AED 1,900,000",1900000,12260,24.491230010986328,54.37145233154297,https://www.propertyfinder.ae/en/plp/commercial-rent/show-room-for-rent-abu-dhabi-electra-street-global-tower-15373131.html
Rent in Al Mamoura: Featured Showroom | Al Maamoura  | Abu Dhabi | Property Finder,Office,"AED 550,000",550000,3228,24.463350296020508,54.38822937011719,https://www.propertyfinder.ae/en/plp/commercial-rent/show-room-for-rent-abu-dhabi-muroor-area-al-mamoura-14401320.html
Rent in Khalifa City A Villas: Detached | Spacious 5 BR | For Staff Accommodation | Property Finder,Office,"AED 170,000",170000,5500,24.410566329956055,54.571102142333984,https://www.propertyfinder.ae/en/plp/commercial-rent/staff-accommodation-for-rent-abu-dhabi-khalifa-city-khalifa-city-a-khalifa-city-a-villas-15350562.html
Rent in Madinat Al Riyad: First tenant | Near the bridge | On the corner | Property Finder,Office,"AED 400,000",400000,17000,24.346105575561523,54.745948791503906,https://www.propertyfinder.ae/en/plp/commercial-rent/villa-for-rent-abu-dhabi-madinat-al-riyad-15567160.html
Rent in Shakhbout City: Brand new luxury villa for rent in Shakhbout city | Property Finder,Office,"AED 900,000",900000,22000,24.356430053710938,54.62781524658203,https://www.propertyfinder.ae/en/plp/commercial-rent/villa-for-rent-abu-dhabi-shakhbout-city-15002397.html
Rent in Shakhbout City: Independent commercial villa for rent  | Property Finder,Office,"AED 600,000",600000,17850,24.356430053710938,54.62781524658203,https://www.propertyfinder.ae/en/plp/commercial-rent/villa-for-rent-abu-dhabi-shakhbout-city-15013842.html
Rent in Shakhbout City: Upcoming | Commercial villa | 19 Bedrooms | Property Finder,Office,"AED 1,300,000",1300000,16146,24.356430053710938,54.62781524658203,https://www.propertyfinder.ae/en/plp/commercial-rent/villa-for-rent-abu-dhabi-shakhbout-city-15388545.html
Rent in ICAD - Industrial City Of Abu Dhabi: 920 sqm Warehouse for rent in ICAD Mussafah | Property Finder,Warehouse,"AED 657,800",657800,9899,24.332622528076172,54.4943962097168,https://www.propertyfinder.ae/en/plp/commercial-rent/warehouse-for-rent-abu-dhabi-mussafah-icad-industrial-city-of-abu-dhabi-15289590.html
Rent in M-20: Warehouse and Office Space | Fully Fitted | Ample  | Property Finder,Warehouse,"AED 1,186,875",1186875,17027,24.3695125579834,54.47591018676758,https://www.propertyfinder.ae/en/plp/commercial-rent/warehouse-for-rent-abu-dhabi-mussafah-mussafah-industrial-area-m-20-15381808.html
21455 Commercial Properties for Rent in UAE - Property Finder,Warehouse,"AED 180,000",180000,4000,25.3082218170166,55.65555953979492,https://www.propertyfinder.ae/en/commercial-rent/properties-for-rent.html
Rent in Cornich Al Khalidiya: Easy Access | Fitted Unit | Great View | Property Finder,Office,"AED 316,875",316875,27,24.471681594848633,54.33732223510742,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-khalidiya-cornich-al-khalidiya-15062767.html
Rent in Al Masaood Tower: 11th Floor | Spacious Office | Fitted | Property Finder,Office,"AED 332,200",332200,3249,24.487882614135742,54.37259292602539,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-najda-street-al-masaood-tower-15243728.html
Rent in Al Rawdah: Gym-Suited Prime Commercial Space | Reach out now! | Property Finder,Office,"AED 458,850",458850,4520,24.4532413482666,54.36448287963867,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-rawdah-15429169.html
Rent in Al Rawdah: Fitness-Ready | Perfect Space for Gym | Call Now! | Property Finder,Office,"AED 731,975",731975,7211,24.4532413482666,54.36448287963867,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-rawdah-15429245.html
Rent in Addax port office tower: Shell and Core | Sea View | Vacant | Property Finder,Office,"AED 164,332",164332,2527,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-15406568.html
Rent in Addax port office tower: Shell and Core | 4 Payments | Spacious Layout | Property Finder,Office,"AED 183,042",183042,2526,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-15407002.html
Rent in Addax port office tower: Shell and Core | Huge Office Space | Vacant | Property Finder,Office,"AED 183,112",183112,2527,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-15413711.html
Rent in Addax port office tower: Shell and Core | Spacious Unit | Vacant Now | Property Finder,Office,"AED 183,042",183042,2526,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-15414101.html
Rent in Omega Towers: Shell and Core | Spacious Office | Vacant  | Property Finder,Office,"AED 607,943",607943,8622,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15398677.html
Rent in Omega Towers: Shell and Core | Spacious Unit | Premium Location | Property Finder,Office,"AED 818,991",818991,9795,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15398778.html
Rent in Omega Towers: Sea View | Shell and Core | Vacant Now | Property Finder,Office,"AED 672,301",672301,10333,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15398953.html
Rent in Omega Towers: Full Floor | Shell and Core | Vacant | Property Finder,Office,"AED 1,357,038",1357038,16231,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15399400.html
Rent in Omega Towers: Shell and Core | Prime Location | Vacant  | Property Finder,Office,"AED 669,825",669825,8008,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15405731.html
Rent in Omega Towers: Partial Mangrove View | Spacious | Shell and Core  | Property Finder,Office,"AED 744,786",744786,8913,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15405773.html
Rent in Omega Towers: Shell and Core | Upto 4 Payments | High Floor | Property Finder,Office,"AED 903,006",903006,10796,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15432786.html
Rent in Omega Towers: Spacious Office | Shell and Core | Vacant | Property Finder,Office,"AED 295,880",295880,7083,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15433704.html
Rent in Omega Towers: High Floor | Canal View | Vacant  | Property Finder,Office,"AED 630,783",630783,7546,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15481838.html
Rent in Hamdan Street: Furnished Private Office – Available Now | Property Finder,Office,"AED 400,000",400000,3229,24.482032775878906,54.35242462158203,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-hamdan-street-15399968.html
Rent in Al Bateen: PRIME LOCATION | AFFORDABLE RATE | MODERN SPACE | Property Finder,Office,"AED 329,000",329000,2529,24.45660400390625,54.396820068359375,https://www.propertyfinder.ae/en/plp/commercial-rent/retail-for-rent-abu-dhabi-al-bateen-15410375.html
Rent in P1753: Canal View | Shell and Core | Vacant | Property Finder,Office,"AED 1,058,000",1058000,5694,24.44425392150879,54.58047866821289,https://www.propertyfinder.ae/en/plp/commercial-rent/retail-for-rent-abu-dhabi-al-raha-beach-al-dana-p1753-15414475.html
Rent in Al Raha Beach Hotel: Up to 4 Payments | Shell and Core | Prime Location | Property Finder,Office,"AED 476,000",476000,2564,24.43845558166504,54.57170104980469,https://www.propertyfinder.ae/en/plp/commercial-rent/retail-for-rent-abu-dhabi-al-raha-beach-al-raha-beach-hotel-15476455.html
Rent in Al Mushrif: Luxurious Villa l 8BR Master l Prime Locatin | Property Finder,Office,"AED 1,000,000",1000000,12916,24.443811416625977,54.38731002807617,https://www.propertyfinder.ae/en/plp/commercial-rent/villa-for-rent-abu-dhabi-al-mushrif-15409292.html
Rent in Al Shamkha: Spacious 3-Floor Villa in Al Shamkha for Rent | Property Finder,Office,"AED 390,000",390000,14000,24.394882202148438,54.708255767822266,https://www.propertyfinder.ae/en/plp/commercial-rent/villa-for-rent-abu-dhabi-al-shamkha-15355102.html
Rent in Mohamed Bin Zayed City: Modern 6BR villa | Prime Location | 2 payments | Property Finder,Office,"AED 650,000",650000,12477,24.333309173583984,54.55467987060547,https://www.propertyfinder.ae/en/plp/commercial-rent/villa-for-rent-abu-dhabi-mohamed-bin-zayed-city-15425236.html
Rent in Shakhbout City:  | amazing Deal | Villa in Shakhbout City for Rent | Property Finder,Office,"AED 350,000",350000,5000,24.356430053710938,54.62781524658203,https://www.propertyfinder.ae/en/plp/commercial-rent/villa-for-rent-abu-dhabi-shakhbout-city-15289877.html
21455 Commercial Properties for Rent in UAE - Property Finder,Warehouse,"AED 180,000",180000,4000,25.3082218170166,55.65555953979492,https://www.propertyfinder.ae/en/commercial-rent/properties-for-rent.html
Rent in Al Faridah: Ready To Move | Spacious | Perfect Amenities | Property Finder,Office,"AED 373,000",373000,4014,24.452312469482422,54.61435317993164,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-raha-beach-al-faridah-15370073.html
Rent in Addax port office tower: ELITE OFFICE | PRIME LOCATION  | ADGM LICENSE | Property Finder,Office,"AED 403,697",403697,5568,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-14764861.html
Rent in Addax port office tower: SHELL AND CORE | PRESTIGE OFFICE | ADGM LICENSE | Property Finder,Office,"AED 519,347",519347,7164,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-14767445.html
Rent in Addax port office tower: PRIME LOCATION | ADGM LICENSE | ELITE OFFICE | Property Finder,Office,"AED 557,895",557895,7696,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-14791456.html
Rent in Addax port office tower: SHELL AND CORE | PREMIUM UNIT | ADGM LICENSE | Property Finder,Office,"AED 275,582",275582,3992,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-14797634.html
Rent in Addax port office tower: ADGM LICENSE | SHELL AND CORE | ELITE OFFICE | Property Finder,Office,"AED 262,829",262829,3625,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-14798992.html
Rent in Addax port office tower: PREMIUM OFFICE | SHELL AND CORE | ADGM LICENSE | Property Finder,Office,"AED 582,498",582498,10446,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-14850425.html
Rent in Addax port office tower: ELITE OFFICE | SHELL AND CORE | ADGM LICENSE | Property Finder,Office,"AED 526,523",526523,7263,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-14868200.html
Rent in Addax port office tower: PRIME UNIT | SHELL AND CORE | ADGM LICENSE | Property Finder,Office,"AED 686,010",686010,9643,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-15380823.html
Rent in Omega Towers: 3 FULL FLOORS | GRADEA BUILDING | AFFORDABLE PRICE | Property Finder,Office,"AED 2,009,043",2009043,24028,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-13697032.html
Rent in Omega Towers: ELEVATE YOUR OFFICE WITH AMAZING VIEW | FULL FLOOR | Property Finder,Office,"AED 1,536,867",1536867,18380,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-13697034.html
Rent in Omega Towers: 2 FULL FLOOR | SKYSCRAPER BUILDING | STUNNING VIEW | Property Finder,Office,"AED 2,982,834",2982834,34052,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-13735332.html
Rent in Omega Towers: Shell and Core | Sea View | Huge Office Space | Property Finder,Office,"AED 1,536,867",1536867,18380,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15382216.html
Rent in Omega Towers: Shell and Core | Huge Office Space | Vacant | Property Finder,Office,"AED 1,490,994",1490994,17835,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15382399.html
Rent in Omega Towers: Full Floor | Shell And Core | Amazing View | Property Finder,Office,"AED 1,445,967",1445967,17298,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15382932.html
Rent in Omega Towers: Shell and Core | Full Floor | Vacant | Property Finder,Office,"AED 1,401,255",1401255,16759,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15387359.html
Rent in Omega Towers: Shell and Core | Vacant | Prime Location | Property Finder,Office,"AED 465,072",465072,8342,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15398548.html
Rent in Omega Towers: Full Floor Office | Shell And Core | Sea View | Property Finder,Office,"AED 349,104",349104,6263,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15404090.html
Rent in Mohamed Bin Zayed City: Available | All-Inclusive | Fully Furnished | Property Finder,Office,"AED 1,378,500",1378500,3,24.333309173583984,54.55467987060547,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-mohamed-bin-zayed-city-15038997.html
Rent in Mohamed Bin Zayed City: Available | Shell and Core | Spacious | Property Finder,Office,"AED 829,800",829800,33,24.333309173583984,54.55467987060547,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-mohamed-bin-zayed-city-15238061.html
Rent in Mussafah Industrial Area: Retail or Offices For rent in Mussafah area. | Property Finder,Office,"AED 741,000",741000,8392,24.333332061767578,54.516666412353516,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-mussafah-mussafah-industrial-area-15059492.html
Rent in Qaryat Al Hidd: OUTSTANDING SHOWROOM | EXPANSIVE SPACE | GRADE A | Property Finder,Office,"AED 710,600",710600,3476,24.566787719726562,54.4599723815918,https://www.propertyfinder.ae/en/plp/commercial-rent/shop-for-rent-abu-dhabi-saadiyat-island-qaryat-al-hidd-15549446.html
Rent in Electra Street: HOT DEAL | HUGE SHOWROOM FOR RENT FACING THE ROAD | Property Finder,Office,"AED 1,900,000",1900000,12256,24.49472427368164,54.37592315673828,https://www.propertyfinder.ae/en/plp/commercial-rent/show-room-for-rent-abu-dhabi-electra-street-14972008.html
Rent in Rawdhat Abu Dhabi: Prime Location Ideal for Public Entities –Call now | Property Finder,Office,"AED 1,179,550",1179550,8191,24.418251037597656,54.4658317565918,https://www.propertyfinder.ae/en/plp/commercial-rent/show-room-for-rent-abu-dhabi-rawdhat-abu-dhabi-15435739.html
Rent in Baniyas: Brand new commercial villa for rent in Baniyas | Property Finder,Office,"AED 850,000",850000,12000,24.32113265991211,54.66485595703125,https://www.propertyfinder.ae/en/plp/commercial-rent/villa-for-rent-abu-dhabi-baniyas-15151809.html
21455 Commercial Properties for Rent in UAE - Property Finder,Warehouse,"AED 180,000",180000,4000,25.3082218170166,55.65555953979492,https://www.propertyfinder.ae/en/commercial-rent/properties-for-rent.html
Rent in Al Seef: Full Floor Fitted Office in | New Building | Raha | Property Finder,Office,"AED 1,630,000",1630000,9737,24.448644638061523,54.58961486816406,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-raha-beach-al-seef-14618172.html
"Rent in Addax port office tower: Prime Office in Addax Tower, Abu Dhabi | Property Finder",Office,"AED 235,000",235000,2530,24.498611450195312,54.403038024902344,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-addax-port-office-tower-15109199.html
Rent in Omega Towers: Elevate Your Business | Shell and Cor Office Space | Property Finder,Office,"AED 371,640",371640,6667,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15171763.html
Rent in Omega Towers: Customizable Office Unit | Shell &amp; Core | Book Now | Property Finder,Office,"AED 1,357,038",1357038,16230,24.49712562561035,54.404483795166016,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-city-of-lights-omega-towers-15376703.html
Rent in Wafra Commercial Tower: WAFRA SQUARES|FURNISHED AND FITTED|293 SQM | ADGM | Property Finder,Office,"AED 410,368",410368,3155,24.486207962036133,54.40492630004883,https://www.propertyfinder.ae/en/plp/commercial-rent/office-space-for-rent-abu-dhabi-al-reem-island-najmat-abu-dhabi-wafra-commercial-tower-15440532.html
Rent in C2629: 537 Fitted Shop | Approved For Any Concept | Property Finder,Office,"AED 643,572",643572,5774,24.44342803955078,54.579193115234375,https://www.propertyfinder.ae/en/plp/commercial-rent/retail-for-rent-abu-dhabi-al-raha-beach-c2629-14985371.html
Rent in P-1168: SPACIOUS UNIT | PRIME LOCATION | GREAT AMENITIES | Property Finder,Office,"AED 476,000",476000,2563,24.447303771972656,54.59600067138672,https://www.propertyfinder.ae/en/plp/commercial-rent/retail-for-rent-abu-dhabi-al-raha-beach-p-1168-15177325.html
Rent in ICAD - Industrial City Of Abu Dhabi: Warehouse available at musaffah ICAD3 | Property Finder,Warehouse,"AED 1,050,000",1050000,32291,24.332622528076172,54.4943962097168,https://www.propertyfinder.ae/en/plp/commercial-rent/warehouse-for-rent-abu-dhabi-mussafah-icad-industrial-city-of-abu-dhabi-9887620.html
