OBJECTID,SCH_ACADEMIC_YEAR,SCH_ESIS_ID,SCH_EDUCATION_TYPE_EN,SCH_EDUCATION_TYPE_AR,SCH_NAME_EN,SCH_NAME_AR,SCH_GENDER_EN,SCH_GENDER_AR,SCH_CURRICULUM_EN,SCH_CURRICULUM_AR,SCH_GRADES_EN,SCH_GRADES_AR,SCH_CYCLE_EN,SCH_CYCLE_AR,SCH_REGION_EN,SCH_REGION_AR,SCH_DISTRICT_EN,SCH_DISTRICT_AR,SCH_COMMUNITY,SCH_PHONE,SCH_EMAIL_ADDRESS,SCH_WEBSITE,SCH_AVERAGE_TUITION_FEE,X,Y,latitude,longitude,geometry_type
52,2024,499AD,Public,عام,Al Morjan Kindergarten,روضة المرجان,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2","روضة أولى,روضة ثانية",KG,"حضانة,رياض الأطفال",Abu Dhabi,أبوظبي,AL SAMHAH,السمحة,SAMHAH_U,588661450,Amal.Albraiki@ese.gov.ae,N/A,0,54.75922468,24.67497469,24.674974690000056,54.759224680000045,Point
53,2024,1114AD,Public,عام,Al Khleef Kindergarten,روضة الخليف,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2","روضة أولى,روضة ثانية",KG,"حضانة,رياض الأطفال",Al Ain,العين,HILI,هيلي,AL REEF,507935051,Mona.Algaithi@ese.gov.ae,N/A,0,55.80094458,24.31258135,24.312581350000073,55.80094458000008,Point
54,2024,525AD,Public,عام,Shamma Bint Mohammad School,مدرسة شما بنت محمد,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"G01,G02,G03,G04","الأول,الثاني,الثالث,الرابع",Cycle 1,الحلقة الأولى,Al Ain,العين,AL KHIBEESI,الخبيصي,AL ZAAFARAN,501358000,Hend.Alkaabi@ese.gov.ae,N/A,0,55.71498525,24.23801138,24.238011380000046,55.71498525000004,Point
55,2024,2089AD,Public,عام,Zayed City Girls School ,مدرسة مدينة زايد بنات,Girls,بنات,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07,G08,G09,G10,G11,G12","الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 2 & Cycle 3,"الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,ZAYED CITY,مدينة زايد,MZ4,528428462,Samyah.Aldhaheri@ese.gov.ae,N/A,0,54.6169474,24.37882132,24.378821320000043,54.61694740000007,Point
56,2024,1390AD,Public,عام,Aaliya School,مدرسة عالية,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2,G01,G02,G03,G04","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع",KG & Cycle 1,"حضانة,رياض الأطفال,الحلقة الأولى",Al Ain,العين,AL AAMERAH,العامرة,ALIYAH,504935559,Alia.Almeqbali@ese.gov.ae,N/A,0,55.53330304,24.19601374,24.19601374000007,55.53330304000008,Point
57,2024,2091AD,Public,عام,Al Muzoon Kindergarten,روضة المزون ,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,KG1,روضة أولى,KG,حضانة,Abu Dhabi,أبوظبي,AL NAHYAN,آل نهيان,E19_01,506126264,Noura.Alalawi@ese.gov.ae,N/A,0,54.37736371,24.46586591,24.465865910000048,54.377363710000054,Point
58,2024,2088AD,Public,عام,Zayed City School ,مدرسة مدينة زايد,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2,G01,G02,G03,G04","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع",KG & Cycle 1,"حضانة,رياض الأطفال,الحلقة الأولى",Abu Dhabi,أبوظبي,ZAYED CITY,مدينة زايد,MZ9,506228826,Salama-Ka.Alnuaimi@ese.gov.ae,N/A,0,54.62256786,24.39327387,24.39327387000003,54.62256786000006,Point
59,2024,492AD,Public,عام,Al Ain Girls School,مدرسة العين بنات,Girls,بنات,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07,G08","الخامس,السادس,السابع,الثامن",Cycle 2,الحلقة الثانية,Al Ain,العين,HILI,هيلي,UM AL MADER,501122853,Aisha-Ab.Aldarmaki@ese.gov.ae,N/A,0,55.76594133,24.28863647,24.28863647000003,55.76594133000003,Point
60,2024,337AD,Public,عام,Al Adl Boys School,مدرسة العدل بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G06,G07,G08","السادس,السابع,الثامن",Cycle 2,الحلقة الثانية,Al Ain,العين,AL AAMERAH,العامرة,AL RIFAA,504488554,Mohammed-Ja.Sultan@ese.gov.ae,N/A,0,55.55627677,24.22841133,24.22841133000003,55.55627677000007,Point
61,2024,489AD,Public,عام,Al Maha School Girls,مدرسة المها بنات,Girls,بنات,U.A.E,منهاج وزارة التربية والتعليم,"G09,G10,G11,G12","التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 3,الحلقة الثالثة,Abu Dhabi,أبوظبي,AL FALAH,الفلاح,AL HEELIYA NORTH,25588611,Thekrayat.Alhamdan@ese.gov.ae,N/A,0,54.74166385,24.42256957,24.422569570000064,54.741663850000066,Point
62,2024,2090AD,Public,عام,Zayed City Boys School ,مدرسة مدينة زايد بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07,G08,G09,G10,G11,G12","الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 2 & Cycle 3,"الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,ZAYED CITY,مدينة زايد,MZ3,508023323,Hanan-Aa.Aljunaibi@ese.gov.ae,N/A,0,54.61131961,24.35918403,24.35918403000005,54.611319610000066,Point
63,2024,542AD,Public,عام,Al Resalah School,مدرسة الرسالة,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"حضانة,رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,AL FAQA',الفقع,DULAYMAH 2,506633991,Alia-D.Alkaabi@ese.gov.ae,N/A,0,55.61693717,24.71633516,24.71633516000003,55.61693717000003,Point
64,2024,2002AD,Public,عام,Al Nebras Boys School,مدرسة النبراس بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07,G08","الخامس,السادس,السابع,الثامن",Cycle 2,الحلقة الثانية,Al Ain,العين,AL SALAMAT,السلامات,AL SALAMAT 1,508317793,Mohammed.Alnaqbi@ese.gov.ae,N/A,0,55.58773445,24.21269609,24.212696090000065,55.58773445000003,Point
65,2024,539AD,Public,عام,Um Al Fadhel Bint Al Hareth Girls School,مدرسة أم الفضل بنت الحارث بنات,Girls,بنات,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07,G08","الخامس,السادس,السابع,الثامن",Cycle 2,الحلقة الثانية,Al Ain,العين,AL AAMERAH,العامرة,AL SAMAR,503307866,Salma.Alobidy@ese.gov.ae,N/A,0,55.55195106,24.23394519,24.233945190000043,55.55195106000008,Point
66,2024,259AD,Public,عام,Um Ghafa Kindergarten,روضة أم غافة,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2","روضة أولى,روضة ثانية",KG,"حضانة,رياض الأطفال",Al Ain,العين,UM GHAFAH,أم غافة,SHABIAT UMM GHAFFA,501192223,Mariam.Alkuwaiti@ese.gov.ae,N/A,0,55.90753262,24.09950596,24.099505960000045,55.90753262000004,Point
67,2024,2027AD,Public,عام,Hamdan Bin Zayed School,مدرسة حمدان بن زايد ,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07,G08,G09,G10,G11,G12","الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 2 & Cycle 3,"الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,AL MUSHRIF,المشرف,W52_01,504945223,fatma.albastaki@ese.gov.ae,N/A,0,54.39541874,24.43127184,24.43127184000008,54.39541874000008,Point
68,2024,2031AD,Public,عام,Al Qoua C2 Boys School,مدرسة القوع حلقة ثانية بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07","الخامس,السادس,السابع",Cycle 2,الحلقة الثانية,Al Ain,العين,AL QOU',القوع,UM AL OWSH,501624661,Nafla.Alderei@ese.gov.ae,N/A,0,55.42587492,23.41082298,23.410822980000034,55.42587492000007,Point
69,2024,1383AD,Public,عام,Al Reyada School Girls,مدرسة الريادة بنات ,Girls,بنات,U.A.E,منهاج وزارة التربية والتعليم,"G06,G07,G08,G09,G10,G11,G12","السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 2 & Cycle 3,"الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,AL SHAMKHAH,الشامخة,SH17,501332545,Shawqeya.Alhosani@ese.gov.ae,N/A,0,54.68953625,24.38932914,24.38932914000003,54.68953625000006,Point
70,2024,495AD,Public,عام,Abu Dhabi School Boys,مدرسة أبوظبي بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G09,G10,G11,G12","التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 3,الحلقة الثالثة,Abu Dhabi,أبوظبي,AL DANAH,الدانة,E18_02,507118899,Abdelazeez.Suliman@ese.gov.ae,N/A,0,54.37616752,24.47954944,24.479549440000028,54.37616752000008,Point
71,2024,500AD,Public,عام,Um Kolthoom Girls School,مدرسة أم كلثوم بنات,Girls,بنات,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07,G08,G09,G10,G11,G12","الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 2 & Cycle 3,"الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,AL MAQAM,المقام,SHABIYAT AL MAQAM,563050039,Rahima.Alblooshi@ese.gov.ae,N/A,0,55.62175062,24.18639854,24.186398540000027,55.62175062000006,Point
72,2024,2073AD,Public,عام,Hamooda Bin Ali School,مدرسة حمودة بن علي ,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"G01,G02,G03,G04,G05","الأول,الثاني,الثالث,الرابع,الخامس",Cycle 1 & Cycle 2,"الحلقة الأولى,الحلقة الثانية",Abu Dhabi,أبوظبي,AL SHAWAMEKH,الشوامخ,SHM1,505961722,Ayesha.Alali@ese.gov.ae,N/A,0,54.66265764,24.37415341,24.374153410000076,54.66265764000008,Point
73,2024,2086AD,Public,عام,Al Marfaa School Boys,مدرسة المرفأ بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07,G08,G09,G10,G11,G12","الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 2 & Cycle 3,"الحلقة الثانية,الحلقة الثالثة",Al Dhafra Region,منطقة الظفرة,AL MARFA,المرفأ,MR6,504441747,Yousuf.Alhammadi@ese.gov.ae,N/A,0,53.47856691,24.07971498,24.079714980000062,53.47856691000004,Point
74,2024,1151AD,Public,عام,Bedaa Al Mutawa School  ,مدرسة بدع المطاوعة ,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"حضانة,رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Dhafra Region,منطقة الظفرة,BAD' AL MUTAW'AH,بدع المطاوعة,BAD' AL MUTAW'AH,504411206,Alroome.Almansoori@ese.gov.ae,N/A,0,52.57594693,23.78237907,23.782379070000047,52.57594693000004,Point
75,2024,533AD,Public,عام,Al Bedaa Boys School,مدرسة البدع بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07,G08,G09,G10,G11,G12","الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 2 & Cycle 3,"الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,NAHIL,ناهل,MADINAT NAHIL,557271199,Ali.Binzayed@ese.gov.ae,N/A,0,55.48973632,24.51022517,24.51022517000007,55.48973632000008,Point
76,2024,2055AD,Public,عام,Al Maqam Kindergarten,روضة المقام,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2","روضة أولى,روضة ثانية",KG,"حضانة,رياض الأطفال",Al Ain,العين,AL MAQAM,المقام,SHABIYAT AL MAQAM,504711716,Fatima-Ms.Alghaithi@ese.gov.ae,N/A,0,55.61374643,24.18289616,24.18289616000004,55.61374643000005,Point
77,2024,2087AD,Public,عام,Al Nokhba School,مدرسة النخبة,Mixed,مختلط,NON-MOE,N/A,"KG1,KG2,G01,G02,G03,G04,G05","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس",KG & Cycle 1 & Cycle 2,"حضانة,رياض الأطفال,الحلقة الأولى,الحلقة الثانية",Al Dhafra Region,منطقة الظفرة,AL MARFA,المرفأ,MR6,562246164,Sheridan.Fisher@ese.gov.ae,N/A,0,53.47856691,24.07971498,24.079714980000062,53.47856691000004,Point
78,2024,253AD,Public,عام,Al Ghazali School,مدرسة الغزالي بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07,G08","الخامس,السادس,السابع,الثامن",Cycle 2,الحلقة الثانية,Abu Dhabi,أبوظبي,AL BATEEN,البطين,W16,505812101,Qadreya.Alali@ese.gov.ae,N/A,0,54.34011323,24.4578584,24.457858400000077,54.34011323000004,Point
79,2024,2029AD,Public,عام,Al Dhaher Girls School,مدرسة الظاهر بنات,Girls,بنات,U.A.E,منهاج وزارة التربية والتعليم,"G10,G11,G12","العاشر,الحادي عشر,الثاني عشر",Cycle 3,الحلقة الثالثة,Al Ain,العين,AL DHAHIR,الظاهر,DHAHER 1,505639927,Hamda-Aa.Alneyadi@ese.gov.ae,N/A,0,55.84127078,24.07589208,24.075892080000074,55.84127078000006,Point
80,2024,556AD,Public,عام,Al Sawsan Kindergarten,روضة السوسن,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2","روضة أولى,روضة ثانية",KG,"حضانة,رياض الأطفال",Al Ain,العين,AL SALAMAT,السلامات,AL SALAMAT 1,551244442,Alyazia.Alghafli@ese.gov.ae,N/A,0,55.5889016,24.2048377,24.20483770000004,55.58890160000004,Point
81,2024,390AD,Public,عام,Um Al Emarat  School Girls,مدرسة أم الإمارات بنات ,Girls,بنات,U.A.E,منهاج وزارة التربية والتعليم,"G10,G11,G12","العاشر,الحادي عشر,الثاني عشر",Cycle 3,الحلقة الثالثة,Abu Dhabi,أبوظبي,AL SHAMKHAH,الشامخة,SH4,506129987,Afra.Almarbouei@ese.gov.ae,N/A,0,54.73167203,24.40902442,24.409024420000037,54.73167203000003,Point
82,2024,517AD,Public,عام,Al Zayediyyah Girls School,مدرسة الزايدية بنات,Girls,بنات,U.A.E,منهاج وزارة التربية والتعليم,"G10,G11,G12","العاشر,الحادي عشر,الثاني عشر",Cycle 3,الحلقة الثالثة,Al Ain,العين,ZAKHIR,زاخر,AL SWUAIFI,507893444,Noura-Ra.Alnuaimi@ese.gov.ae,N/A,0,55.70373779,24.1403875,24.14038750000003,55.70373779000005,Point
83,2024,320AD,Public,عام,Ibn Sina School,مدرسة إبن سينا,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 1 & Cycle 2 & Cycle 3,"الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,AL SHAHAMAH,الشهامة,AL SHAHAMAH I,551021174,Priti.Sindhu@ese.gov.ae,N/A,0,54.68856329,24.52150798,24.521507980000024,54.68856329000005,Point
84,2024,2064AD,Public,عام,Zayed Al Thani Boys School,مدرسة زايد الثاني بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G09,G10,G11,G12","التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 3,الحلقة الثالثة,Abu Dhabi,أبوظبي,AL SHAWAMEKH,الشوامخ,SHM11,504463963,Abdullah.Yousif@ese.gov.ae,N/A,0,54.64340464,24.32667985,24.326679850000062,54.64340464000003,Point
85,2024,427AD,Public,عام,Al Sariyah School,مدرسة السارية,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"حضانة,رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,SWEIHAN,سويحان,SHABIAT SUWEIHAN,506636923,Hamamma.Mazroui@ese.gov.ae,N/A,0,55.3429987,24.46597246,24.465972460000046,55.34299870000007,Point
86,2024,333AD,Public,عام,Al Quaa Boys School,مدرسة القوع بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G08,G09,G10,G11,G12","الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 2 & Cycle 3,"الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,AL QOU',القوع,UM AL OWSH,509766657,Ahmed.Aldarei@ese.gov.ae,N/A,0,55.42758854,23.41518005,23.41518005000006,55.427588540000045,Point
87,2024,920AD,Public,عام,Al Jeel Al Jadeed Kindergarten,روضة الجيل الجديد,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2","روضة أولى,روضة ثانية",KG,"حضانة,رياض الأطفال",Abu Dhabi,أبوظبي,KHALIFA CITY,مدينة خليفة,SE16,506665525,Ghariba.Alkhyeli@ese.gov.ae,N/A,0,54.58819646,24.404116,24.404116000000045,54.58819646000006,Point
88,2024,2096AD,Public,عام,Al Rawdah Al Sharqiyah School,مدرسة الروضة الشرقية ,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"حضانة,رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,AL RAWDAH AL SHARQIYAH,الروضة الشرقية,AL IFAZ,507331228,Amna-Mh.Alkaabi@ese.gov.ae,N/A,0,55.64821076,24.14900715,24.149007150000045,55.64821076000004,Point
89,2024,1564AD,Public,عام,Al Shabhana School Boys,مدرسة الشبهانة بنين ,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07,G08,G09,G10,G11,G12","الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 2 & Cycle 3,"الحلقة الثانية,الحلقة الثالثة",Al Dhafra Region,منطقة الظفرة,AL SILA',السلع,BAYAH EAST 2,505164591,Mohamed.Sayedahmed@ese.gov.ae,N/A,0,51.76395366,24.0637061,24.063706100000047,51.76395366000003,Point
90,2024,283AD,Public,عام,Khalifah Bin Zayed Boys School,مدرسة خليفة بن زايد بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G09,G10,G11,G12","التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 3,الحلقة الثالثة,Abu Dhabi,أبوظبي,AL MUSHRIF,المشرف,W47,506228814,Khalid.Hosani@ese.gov.ae,N/A,0,54.40713589,24.43012305,24.430123050000077,54.40713589000006,Point
91,2024,1242AD,Public,عام,Zakhir Kindergarten,روضة زاخر,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2","روضة أولى,روضة ثانية",KG,"حضانة,رياض الأطفال",Al Ain,العين,ZAKHIR,زاخر,GAFAT AL NAYYAR,506937000,Hessa.Alshamisi@ese.gov.ae,N/A,0,55.69242511,24.1218669,24.121866900000043,55.692425110000045,Point
92,2024,411AD,Public,عام,Al Refaah School,مدرسة الرفعة,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 1 & Cycle 2 & Cycle 3,"الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,AL HIYAR,الهير,RAMLAT AL HAYER,503620055,Huda.Echtibi@ese.gov.ae,N/A,0,55.7555089,24.60367904,24.60367904000003,55.75550890000005,Point
93,2024,1085AD,Public,عام,Al Shiyam Girls School,مدرسة الشيم بنات,Girls,بنات,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G08,G09,G10,G11,G12","الخامس,السادس,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 2 & Cycle 3,"الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,UM GHAFAH,أم غافة,SHABIAT UMM GHAFFA,503334531,Afra.Alshamsi@ese.gov.ae,N/A,0,55.90598276,24.09974632,24.099746320000065,55.90598276000003,Point
94,2024,260AD,Public,عام,Al Dhahera Boys School,مدرسة الظاهرة بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07,G08,G09,G10,G11,G12","الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 2 & Cycle 3,"الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,AL DHAHRAH,الظاهرة,AL MALALEEH,507431223,Amna-Am.Alshamisi@ese.gov.ae,N/A,0,55.57033954,24.00066145,24.000661450000052,55.57033954000008,Point
95,2024,1545AD,Public,عام,Al Mesk Kindergarten,روضة المسك,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2","روضة أولى,روضة ثانية",KG,"حضانة,رياض الأطفال",Al Ain,العين,AL FOU'AH,الفوعة,AL SAJAA,506147998,Mouza-S.Alkaabi@ese.gov.ae,N/A,0,55.79295461,24.34504758,24.345047580000028,55.79295461000004,Point
96,2024,1244AD,Public,عام,Al Aryam Kindergarten,روضة الأريام,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2","روضة أولى,روضة ثانية",KG,"حضانة,رياض الأطفال",Abu Dhabi,أبوظبي,KHALIFA CITY,مدينة خليفة,SW15,528811135,Abeer.Shabana@ese.gov.ae,N/A,0,54.56091217,24.40108697,24.40108697000005,54.56091217000005,Point
97,2024,1077AD,Public,عام,Al Mabade School,مدرسة المبادئ,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"حضانة,رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Al Ain,العين,AL KHAZNAH,الخزنة,AL BEDA,506136565,ruwaya.alsaedi@ese.gov.ae,N/A,0,55.13065739,24.16089598,24.160895980000078,55.13065739000007,Point
98,2024,486AD,Public,عام,Al Rudwan Kindergarten,روضة الرضوان,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2","روضة أولى,روضة ثانية",KG,"حضانة,رياض الأطفال",Abu Dhabi,أبوظبي,KHALIFA CITY,مدينة خليفة,SE1,501291294,Ayesha.Aljaberi@ese.gov.ae,N/A,0,54.56612889,24.42796681,24.427966810000044,54.56612889000007,Point
99,2024,451AD,Public,عام,Al Jazeera Club Academy Boys,أكاديمية نادي الجزيرة بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G09,G10,G11,G12","التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 3,الحلقة الثالثة,N/A,N/A,N/A,N/A,N/A,504414387,Faisal.Thabit@ese.gov.ae,N/A,0,-1.0,-1.0,-0.9999999999999432,-0.9999999999999432,Point
100,2024,1173AD,Public,عام,Muraijib Girls School,مدرسة مريجب بنات,Girls,بنات,U.A.E,منهاج وزارة التربية والتعليم,"G05,G06,G07,G08","الخامس,السادس,السابع,الثامن",Cycle 2,الحلقة الثانية,Al Ain,العين,AL JIMI,الجيمي,AL AMERIYA,0,N/A,N/A,0,55.72289315,24.25310764,24.253107640000053,55.72289315000006,Point
101,2024,229AD,Public,عام,Atifal Al Maerefa Kindergarten,روضة اطفال المعرفة,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2","روضة أولى,روضة ثانية",KG,"حضانة,رياض الأطفال",Abu Dhabi,أبوظبي,BANI YAS,بني ياس,EB2_04,555665882,Mariam.Aloudhali@ese.gov.ae,N/A,0,54.63566722,24.30609714,24.306097140000077,54.63566722000007,Point
102,2024,523AD,Public,عام,Um Al Emarat Girls School - Al Ain,مدرسة أم الإمارات بنات - العين,Girls,بنات,U.A.E,منهاج وزارة التربية والتعليم,"G09,G10,G11,G12","التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 3,الحلقة الثالثة,Al Ain,العين,HILI,هيلي,AL GRAIFAH,501371240,Fatima-Sm.Alkaabi@ese.gov.ae,N/A,0,55.76463181,24.27404065,24.274040650000074,55.76463181000008,Point
103,2024,1076AD,Public,عام,Al Khatem School,مدرسة الختم,Mixed,مختلط,U.A.E,منهاج وزارة التربية والتعليم,"KG1,KG2,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12","روضة أولى,روضة ثانية,الأول,الثاني,الثالث,الرابع,الخامس,السادس,السابع,الثامن,التاسع,العاشر,الحادي عشر,الثاني عشر",KG & Cycle 1 & Cycle 2 & Cycle 3,"حضانة,رياض الأطفال,الحلقة الأولى,الحلقة الثانية,الحلقة الثالثة",Abu Dhabi,أبوظبي,AL KHATM,الختم,AL KHATM NEW,508144125,Salma-M.Almansoori@ese.gov.ae,N/A,0,54.99384165,24.18234776,24.182347760000027,54.993841650000036,Point
104,2024,354AD,Public,عام,Al Dahmaa Boys School,مدرسة الدهماء بنين,Boys,بنين,U.A.E,منهاج وزارة التربية والتعليم,"G09,G10,G11,G12","التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 3,الحلقة الثالثة,Al Ain,العين,AL BATEEN,البطين,GHAFAT AL SHWAIHI,504490340,Hamed.Alkaabi@ese.gov.ae,N/A,0,55.63776982,24.21560288,24.215602880000063,55.637769820000074,Point
105,2024,325AD,Public,عام,Al Mawaheb School,مدرسة المواهب بنات,Girls,بنات,U.A.E,منهاج وزارة التربية والتعليم,"G09,G10,G11,G12","التاسع,العاشر,الحادي عشر,الثاني عشر",Cycle 3,الحلقة الثالثة,Abu Dhabi,أبوظبي,AL BATEEN,البطين,W11,502666771,Shamsa.Alshamisi@ese.gov.ae,N/A,0,54.34787792,24.46266039,24.462660390000053,54.34787792000003,Point
